Archivo de Log inicializado: 2016-04-12.10:09:56

2016-04-12.10:09:56 || Starting...
2016-04-12.10:11:36 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:36 || doReading | Client send this message: 015Mensaje1  i1
2016-04-12.10:11:36 || doReading | Inserting message '015Mensaje1  i1' into clients queue
2016-04-12.10:11:36 || processMessages | Processing input queue message: 1
2016-04-12.10:11:36 || doWriting | Received queue message: 1
2016-04-12.10:11:36 || doReading | Client send this message: 024Mensaje2  shola mundo
2016-04-12.10:11:36 || doReading | Inserting message '024Mensaje2  shola mundo' into clients queue
2016-04-12.10:11:36 || processMessages | Processing input queue message: hola mundo
2016-04-12.10:11:36 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:37 || doReading | Client send this message: 015Mensaje1  i1
2016-04-12.10:11:37 || doReading | Inserting message '015Mensaje1  i1' into clients queue
2016-04-12.10:11:37 || processMessages | Processing input queue message: 1
2016-04-12.10:11:37 || doWriting | Received queue message: 1
2016-04-12.10:11:38 || doReading | Client send this message: 024Mensaje2  shola mundo
2016-04-12.10:11:38 || doReading | Inserting message '024Mensaje2  shola mundo' into clients queue
2016-04-12.10:11:38 || processMessages | Processing input queue message: hola mundo
2016-04-12.10:11:38 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:39 || doReading | Client send this message: 015Mensaje1  i1
2016-04-12.10:11:39 || doReading | Inserting message '015Mensaje1  i1' into clients queue
2016-04-12.10:11:39 || processMessages | Processing input queue message: 1
2016-04-12.10:11:39 || doWriting | Received queue message: 1
2016-04-12.10:11:39 || doReading | Client send this message: 024Mensaje2  shola mundo
2016-04-12.10:11:39 || doReading | Inserting message '024Mensaje2  shola mundo' into clients queue
2016-04-12.10:11:39 || processMessages | Processing input queue message: hola mundo
2016-04-12.10:11:39 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:39 || doReading | Client send this message: 015Mensaje1  i1
2016-04-12.10:11:39 || doReading | Inserting message '015Mensaje1  i1' into clients queue
2016-04-12.10:11:39 || processMessages | Processing input queue message: 1
2016-04-12.10:11:39 || doWriting | Received queue message: 1
2016-04-12.10:11:39 || doReading | Client send this message: 024Mensaje2  shola mundo
2016-04-12.10:11:39 || doReading | Inserting message '024Mensaje2  shola mundo' into clients queue
2016-04-12.10:11:39 || processMessages | Processing input queue message: hola mundo
2016-04-12.10:11:39 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:40 || doReading | Client send this message: 015Mensaje1  i1
2016-04-12.10:11:40 || doReading | Inserting message '015Mensaje1  i1' into clients queue
2016-04-12.10:11:40 || processMessages | Processing input queue message: 1
2016-04-12.10:11:40 || doWriting | Received queue message: 1
2016-04-12.10:11:40 || doReading | Client send this message: 024Mensaje2  shola mundo
2016-04-12.10:11:40 || doReading | Inserting message '024Mensaje2  shola mundo' into clients queue
2016-04-12.10:11:40 || processMessages | Processing input queue message: hola mundo
2016-04-12.10:11:40 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:40 || doReading | Client send this message: 015Mensaje1  i1
2016-04-12.10:11:40 || doReading | Inserting message '015Mensaje1  i1' into clients queue
2016-04-12.10:11:40 || processMessages | Processing input queue message: 1
2016-04-12.10:11:40 || doWriting | Received queue message: 1
2016-04-12.10:11:40 || doReading | Client send this message: 024Mensaje2  shola mundo
2016-04-12.10:11:40 || doReading | Inserting message '024Mensaje2  shola mundo' into clients queue
2016-04-12.10:11:40 || processMessages | Processing input queue message: hola mundo
2016-04-12.10:11:40 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:41 || doReading | Client send this message: 015Mensaje1  i1
2016-04-12.10:11:41 || doReading | Inserting message '015Mensaje1  i1' into clients queue
2016-04-12.10:11:41 || processMessages | Processing input queue message: 1
2016-04-12.10:11:41 || doWriting | Received queue message: 1
2016-04-12.10:11:41 || doReading | Client send this message: 024Mensaje2  shola mundo
2016-04-12.10:11:41 || doReading | Inserting message '024Mensaje2  shola mundo' into clients queue
2016-04-12.10:11:41 || processMessages | Processing input queue message: hola mundo
2016-04-12.10:11:41 || doWriting | Received queue message: hola mundo
2016-04-12.10:11:45 || Exit signal received. Closing application...
2016-04-12.10:11:45 || Application closed.
